borough,neighborhood,building.class.category,tax.class.at.present,block,lot,ease.ment,building.class.at.present,address,apart.ment.number,zip.code,residential.units,commercial.units,total.units,land.square.feet,gross.square.feet,year.built,tax.class.at.time.of.sale,building.class.at.time.of.sale,sale.price,sale.date,sale.price.n,gross.sqft,land.sqft
3,BATH BEACH               ,318  CONDOS - 2-10 UNIT RESIDENTIAL          ,4,6402,31.00,NA,K2,8716 18TH AVENUE                         ,            ,11214.0,0,1,1,"7,250","9,516",1924,4,K2,"$1,225,000 ",9/10/12,1225000.00,9516.0,7250.0
3,BATH BEACH               ,319  CONDOS - 2-10 UNIT RESIDENTIAL          ,4,6403,4.00,NA,K4,1801 BATH AVENUE                         ,            ,11214.0,1,1,2,"2,677","2,156",1906,4,K4,"$1,100,000 ",4/12/13,1100000.00,2156.0,2677.0
3,BATH BEACH               ,320  CONDOS - 2-10 UNIT RESIDENTIAL          ,4,6410,6.00,NA,K4,2025-2035 BATH AVENUE                    ,            ,11214.0,4,3,7,"5,277","9,784",1917,4,K4,"$2,100,000 ",3/21/13,2100000.00,9784.0,5277.0
3,BATH BEACH               ,326  CONDOS - 2-10 UNIT RESIDENTIAL          ,4,6438,37.00,NA,P9,1870 BATH AVENUE                         ,            ,11214.0,0,0,0,"8,386","13,500",1931,4,P9,"$2,217,000 ",6/18/13,2217000.00,13500.0,8386.0
3,BAY RIDGE                ,327  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5763,22.00,NA,A5,836 67TH STREET                          ,            ,11220.0,1,0,1,"2,000","1,905",1935,1,A5,"$690,000 ",4/10/13,690000.00,1905.0,2000.0
3,BAY RIDGE                ,328  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5763,25.00,NA,A5,844 67TH STREET                          ,            ,11220.0,1,0,1,"2,000","1,905",1935,1,A5,"$690,000 ",1/14/13,690000.00,1905.0,2000.0
3,BAY RIDGE                ,329  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5817,15.00,NA,A5,322 64TH STREET                          ,            ,11220.0,1,0,1,"1,343",920,1925,1,A5,"$430,000 ",2/25/13,430000.00,920.0,1343.0
3,BAY RIDGE                ,330  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5839,15.00,NA,A9,6655 SEDGWICK PLACE                      ,            ,11220.0,1,0,1,"6,000","4,455",1901,1,A9,"$1,205,000 ",3/22/13,1205000.00,4455.0,6000.0
3,BAY RIDGE                ,331  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5839,37.00,NA,A1,6656 BERGEN PLACE                        ,            ,11220.0,1,0,1,"2,667","1,372",1925,1,A1,"$841,000 ",2/25/13,841000.00,1372.0,2667.0
3,BAY RIDGE                ,333  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5848,22.00,NA,A5,138 67TH STREET                          ,            ,11220.0,1,0,1,"1,667","2,094",1993,1,A5,"$670,000 ",1/17/13,670000.00,2094.0,1667.0
3,BAY RIDGE                ,334  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5848,46.00,NA,A4,6714 RIDGE BOULEVARD                     ,            ,11220.0,1,0,1,"1,581","2,400",1910,1,A4,"$650,000 ",8/20/12,650000.00,2400.0,1581.0
3,BAY RIDGE                ,335  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5848,69.00,NA,A5,139 SENATOR STREET                       ,            ,11220.0,1,0,1,"2,000","1,248",1915,1,A5,"$750,000 ",8/2/13,750000.00,1248.0,2000.0
3,BAY RIDGE                ,336  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5852,28.00,NA,A4,170 SENATOR STREET                       ,            ,11220.0,1,0,1,"2,000","1,600",1905,1,A4,"$750,000 ",2/25/13,750000.00,1600.0,2000.0
3,BAY RIDGE                ,341  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5858,22.00,NA,A5,736 67 STREET                            ,            ,11220.0,1,0,1,"1,500","1,245",1920,1,A5,"$610,000 ",2/1/13,610000.00,1245.0,1500.0
3,BAY RIDGE                ,343  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5858,49.00,NA,A5,727 68TH STREET                          ,            ,11220.0,1,0,1,"1,467","1,192",1920,1,A5,"$653,000 ",6/10/13,653000.00,1192.0,1467.0
3,BAY RIDGE                ,346  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5861,65.00,NA,S1,181 BAY RIDGE AVENUE                     ,            ,11220.0,1,1,2,"2,610","2,052",1924,1,S1,"$715,000 ",9/27/12,715000.00,2052.0,2610.0
3,BAY RIDGE                ,347  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5865,38.00,NA,A5,6803 VISTA                               ,            ,11220.0,1,0,1,"1,600","1,632",1920,1,A5,"$640,000 ",1/11/13,640000.00,1632.0,1600.0
3,BAY RIDGE                ,348  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5866,9.00,NA,A5,6803 6TH AVENUE                          ,            ,11220.0,1,0,1,"1,952","1,393",1925,1,A5,"$548,000 ",8/9/12,548000.00,1393.0,1952.0
3,BAY RIDGE                ,349  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5869,22.00,NA,A5,80 BAY RIDGE AVENUE                      ,            ,11220.0,1,0,1,"2,000","2,210",1925,1,A5,"$778,000 ",2/27/13,778000.00,2210.0,2000.0
3,BAY RIDGE                ,350  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5871,5.00,NA,A4,6931 RIDGE BOULEVARD                     ,            ,11209.0,1,0,1,"1,800","2,634",1899,1,A4,"$805,000 ",3/27/13,805000.00,2634.0,1800.0
3,BAY RIDGE                ,354  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5882,90.00,NA,A5,7024 COLONIAL ROAD                       ,            ,11209.0,1,0,1,"1,454","1,995",1925,1,A5,"$685,000 ",4/2/13,685000.00,1995.0,1454.0
3,BAY RIDGE                ,355  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5884,76.00,NA,A5,51 71ST STREET                           ,            ,11209.0,1,0,1,"1,130","1,260",1935,1,A5,"$588,000 ",10/15/12,588000.00,1260.0,1130.0
3,BAY RIDGE                ,358  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5888,61.00,NA,A4,89 72ND   STREET                         ,            ,11209.0,1,0,1,"2,000","1,828",1925,1,A4,"$645,000 ",5/14/13,645000.00,1828.0,2000.0
3,BAY RIDGE                ,359  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5891,81.00,NA,A5,335 72ND   STREET                        ,            ,11209.0,1,0,1,"1,800","1,560",1925,1,A5,"$655,000 ",9/20/12,655000.00,1560.0,1800.0
3,BAY RIDGE                ,360  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5905,33.00,NA,A5,114 72ND STREET                          ,            ,11209.0,1,0,1,"2,000","2,115",1910,1,A5,"$886,000 ",8/16/12,886000.00,2115.0,2000.0
3,BAY RIDGE                ,361  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5915,75.00,NA,A1,39 74TH STREET                           ,            ,11209.0,1,0,1,"4,000","2,214",1901,1,A1,"$1,225,000 ",7/23/13,1225000.00,2214.0,4000.0
3,BAY RIDGE                ,362  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5916,60.00,NA,A5,147 74TH   STREET                        ,            ,11209.0,1,0,1,"2,067","1,760",1920,1,A5,"$861,000 ",9/28/12,861000.00,1760.0,2067.0
3,BAY RIDGE                ,363  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5917,22.00,NA,A1,236 73RD   STREET                        ,            ,11209.0,1,0,1,"4,000","2,846",1901,1,A1,"$1,049,000 ",1/24/13,1049000.00,2846.0,4000.0
3,BAY RIDGE                ,364  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5919,50.00,NA,A5,469 74TH STREET                          ,            ,11209.0,1,0,1,"2,074","1,332",1925,1,A5,"$715,000 ",6/17/13,715000.00,1332.0,2074.0
3,BAY RIDGE                ,365  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5921,69.00,NA,A4,639 74TH STREET                          ,            ,11209.0,1,0,1,"2,000","1,652",1910,1,A4,"$617,500 ",10/3/12,617500.00,1652.0,2000.0
3,BAY RIDGE                ,369  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5930,15.00,NA,A4,430 74TH STREET                          ,            ,11209.0,1,0,1,"1,607","2,640",1899,1,A4,"$683,000 ",4/26/13,683000.00,2640.0,1607.0
3,BAY RIDGE                ,371  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5937,69.00,NA,A1,45 76TH   STREET                         ,            ,11209.0,1,0,1,"2,379","1,248",1920,1,A1,"$600,500 ",9/11/12,600500.00,1248.0,2379.0
3,BAY RIDGE                ,372  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5938,4.00,NA,A9,7515 COLONIAL ROAD                       ,            ,11209.0,1,0,1,"2,000","1,504",1925,1,A9,"$726,500 ",8/13/12,726500.00,1504.0,2000.0
3,BAY RIDGE                ,373  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5938,63.00,NA,A1,147 76TH   STREET                        ,            ,11209.0,1,0,1,"6,000","3,044",1920,1,A1,"$1,800,000 ",8/27/12,1800000.00,3044.0,6000.0
3,BAY RIDGE                ,374  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5939,152.00,NA,A5,265 76TH   STREET                        ,            ,11209.0,1,0,1,"2,504","1,896",1920,1,A5,"$668,500 ",12/21/12,668500.00,1896.0,2504.0
3,BAY RIDGE                ,376  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5947,54.00,NA,A1,81 77TH   STREET                         ,            ,11209.0,1,0,1,"3,389","1,620",1920,1,A1,"$825,000 ",1/14/13,825000.00,1620.0,3389.0
3,BAY RIDGE                ,377  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5949,13.00,NA,A1,212 76TH STREET                          ,            ,11209.0,1,0,1,"3,827","2,370",1920,1,A1,"$955,000 ",11/29/12,955000.00,2370.0,3827.0
3,BAY RIDGE                ,379  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5952,42.00,NA,A5,7626 6TH AVENUE                          ,            ,11209.0,1,0,1,"1,864","2,457",1925,1,A5,"$680,000 ",5/1/13,680000.00,2457.0,1864.0
3,BAY RIDGE                ,380  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5952,71.00,NA,A5,517 77TH. STREET                         ,            ,11209.0,1,0,1,"1,950","1,596",1920,1,A5,"$615,000 ",11/28/12,615000.00,1596.0,1950.0
3,BAY RIDGE                ,381  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5956,13.00,NA,A1,7713 SHORE ROAD                          ,            ,11209.0,1,0,1,"3,780","1,800",1920,1,A1,"$1,375,000 ",12/27/12,1375000.00,1800.0,3780.0
3,BAY RIDGE                ,383  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5963,17.00,NA,A5,628 77TH STREET                          ,            ,11209.0,1,0,1,"2,000","1,696",1899,1,A5,"$815,000 ",1/25/13,815000.00,1696.0,2000.0
3,BAY RIDGE                ,384  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5963,69.00,NA,A5,637 78TH STREET                          ,            ,11209.0,1,0,1,"1,950","1,368",1915,1,A5,"$600,000 ",12/6/12,600000.00,1368.0,1950.0
3,BAY RIDGE                ,385  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5966,19.00,NA,A1,74 78TH   STREET                         ,            ,11209.0,1,0,1,"2,700","1,360",1925,1,A1,"$960,000 ",12/21/12,960000.00,1360.0,2700.0
3,BAY RIDGE                ,387  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5967,3.00,NA,A1,7821 COLONIAL ROAD                       ,            ,11209.0,1,0,1,"3,000","2,288",1925,1,A1,$10 ,5/14/13,10.00,2288.0,3000.0
3,BAY RIDGE                ,388  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5967,8.00,NA,A1,7805 COLONIAL ROAD                       ,            ,11209.0,1,0,1,"3,000","1,648",1925,1,A1,"$865,000 ",8/30/12,865000.00,1648.0,3000.0
3,BAY RIDGE                ,389  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5967,29.00,NA,A1,150 78TH   STREET                        ,            ,11209.0,1,0,1,"2,870","1,552",1925,1,A1,"$900,000 ",1/24/13,900000.00,1552.0,2870.0
3,BAY RIDGE                ,390  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5967,68.00,NA,A1,135 79TH STREET                          ,            ,11209.0,1,0,1,"2,870","1,536",1925,1,A1,"$985,000 ",8/30/12,985000.00,1536.0,2870.0
3,BAY RIDGE                ,391  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5970,8.00,NA,S1,7803 4 AVENUE                            ,            ,11209.0,1,1,2,"3,246","1,800",1925,1,S1,"$425,000 ",2/26/13,425000.00,1800.0,3246.0
3,BAY RIDGE                ,393  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5975,118.00,NA,A3,8068 NARROWS AVENUE                      ,            ,11209.0,1,0,1,"5,425","1,780",1930,1,A3,"$1,875,000 ",11/27/12,1875000.00,1780.0,5425.0
3,BAY RIDGE                ,394  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5975,122.00,NA,A3,8070 NARROWS AVENUE                      ,            ,11209.0,1,0,1,"4,575","2,144",1930,1,A3,"$1,875,000 ",11/27/12,1875000.00,2144.0,4575.0
3,BAY RIDGE                ,395  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5975,179.00,NA,A3,8029 SHORE ROAD                          ,            ,11209.0,1,0,1,"4,938","3,660",1930,1,A3,"$2,850,000 ",7/3/13,2850000.00,3660.0,4938.0
3,BAY RIDGE                ,398  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5976,35.00,NA,A5,96 79TH STREET                           ,            ,11209.0,1,0,1,"2,762","1,658",1925,1,A5,"$840,000 ",9/28/12,840000.00,1658.0,2762.0
3,BAY RIDGE                ,400  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5977,4.00,NA,A1,7915 COLONIAL ROAD                       ,            ,11209.0,1,0,1,"3,533","2,272",1925,1,A1,"$1,200,000 ",8/20/12,1200000.00,2272.0,3533.0
3,BAY RIDGE                ,401  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5977,14.00,NA,A9,140 79TH   STREET                        ,            ,11209.0,1,0,1,"2,305","1,896",1925,1,A9,"$800,000 ",9/25/12,800000.00,1896.0,2305.0
3,BAY RIDGE                ,403  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5977,28.00,NA,A9,164 79TH   STREET                        ,            ,11209.0,1,0,1,"2,296","1,408",1920,1,A9,"$840,000 ",7/22/13,840000.00,1408.0,2296.0
3,BAY RIDGE                ,404  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5979,64.00,NA,A1,347 80TH STREET                          ,            ,11209.0,1,0,1,"2,187","1,364",1925,1,A1,"$720,000 ",11/26/12,720000.00,1364.0,2187.0
3,BAY RIDGE                ,405  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5979,70.00,NA,A1,333 80TH   STREET                        ,            ,11209.0,1,0,1,"2,187","1,556",1925,1,A1,"$697,000 ",9/7/12,697000.00,1556.0,2187.0
3,BAY RIDGE                ,406  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5982,10.00,NA,A5,7905 6 AVENUE                            ,            ,11209.0,1,0,1,"1,463","1,192",1925,1,A5,"$340,000 ",2/6/13,340000.00,1192.0,1463.0
3,BAY RIDGE                ,407  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5982,10.00,NA,A5,7905 6 AVENUE                            ,            ,11209.0,1,0,1,"1,463","1,192",1925,1,A5,"$190,000 ",2/6/13,190000.00,1192.0,1463.0
3,BAY RIDGE                ,408  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5985,18.00,NA,A1,84 80TH   STREET                         ,            ,11209.0,1,0,1,"3,827","3,744",1925,1,A1,"$1,440,000 ",12/18/12,1440000.00,3744.0,3827.0
3,BAY RIDGE                ,413  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5987,55.00,NA,A1,261 81ST   STREET                        ,            ,11209.0,1,0,1,"2,241","1,504",1925,1,A1,"$250,000 ",9/12/12,250000.00,1504.0,2241.0
3,BAY RIDGE                ,414  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5987,75.00,NA,A1,217 81ST   STREET                        ,            ,11209.0,1,0,1,"2,187","1,376",1925,1,A1,"$907,000 ",6/7/13,907000.00,1376.0,2187.0
3,BAY RIDGE                ,415  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5990,33.00,NA,A5,564 80TH   STREET                        ,            ,11209.0,1,0,1,"2,300","1,998",1920,1,A5,"$695,000 ",9/24/12,695000.00,1998.0,2300.0
3,BAY RIDGE                ,419  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5995,14.00,NA,A3,146 81ST   STREET                        ,            ,11209.0,1,0,1,"3,462","2,640",1930,1,A3,"$1,050,000 ",4/12/13,1050000.00,2640.0,3462.0
3,BAY RIDGE                ,420  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5997,21.00,NA,A5,332 81ST   STREET                        ,            ,11209.0,1,0,1,"2,187","1,328",1920,1,A5,"$555,000 ",1/31/13,555000.00,1328.0,2187.0
3,BAY RIDGE                ,421  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5997,24.00,NA,A5,338 81ST   STREET                        ,            ,11209.0,1,0,1,"2,187","1,280",1920,1,A5,"$688,000 ",8/30/12,688000.00,1280.0,2187.0
3,BAY RIDGE                ,423  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5997,66.00,NA,A5,339 82ND   STREET                        ,            ,11209.0,1,0,1,"1,941","1,288",1920,1,A5,"$537,500 ",2/19/13,537500.00,1288.0,1941.0
3,BAY RIDGE                ,426  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6004,63.00,NA,A3,55 83RD   STREET                         ,            ,11209.0,1,0,1,"8,000","2,896",1910,1,A3,"$2,200,000 ",8/6/13,2200000.00,2896.0,8000.0
3,BAY RIDGE                ,430  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6009,8.00,NA,S1,8207 5 AVENUE                            ,            ,11209.0,1,1,2,"1,839","2,100",1921,1,S1,"$700,000 ",8/31/12,700000.00,2100.0,1839.0
3,BAY RIDGE                ,431  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6015,44.00,NA,S1,8320 RIDGE BOULEVARD                     ,            ,11209.0,1,1,2,"7,187","4,474",1930,1,S1,"$694,000 ",5/29/13,694000.00,4474.0,7187.0
3,BAY RIDGE                ,435  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6023,3.00,NA,A1,8415 COLONIAL ROAD                       ,            ,11209.0,1,0,1,"3,100","1,624",1925,1,A1,"$935,000 ",7/11/13,935000.00,1624.0,3100.0
3,BAY RIDGE                ,437  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6028,34.00,NA,A5,668 84TH STREET                          ,            ,11228.0,1,0,1,"2,000","1,400",1915,1,A5,"$595,000 ",8/3/12,595000.00,1400.0,2000.0
3,BAY RIDGE                ,438  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6031,26.00,NA,A1,70 85TH   STREET                         ,            ,11209.0,1,0,1,"3,696","2,875",1920,1,A1,"$1,550,000 ",3/5/13,1550000.00,2875.0,3696.0
3,BAY RIDGE                ,439  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6031,54.00,NA,A5,79 86TH   STREET                         ,            ,11209.0,1,0,1,"3,614","2,193",1920,1,A5,"$1,065,000 ",5/22/13,1065000.00,2193.0,3614.0
3,BAY RIDGE                ,442  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6041,52.00,NA,A1,55 87TH   STREET                         ,            ,11209.0,1,0,1,"3,150","1,604",1925,1,A1,"$920,000 ",6/11/13,920000.00,1604.0,3150.0
3,BAY RIDGE                ,443  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6042,52.00,NA,A1,159 87TH STREET                          ,            ,11209.0,1,0,1,"2,720","1,760",1925,1,A1,"$830,000 ",6/11/13,830000.00,1760.0,2720.0
3,BAY RIDGE                ,446  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6042,69.00,NA,A1,121 87TH STREET                          ,            ,11209.0,1,0,1,"2,500","2,272",1925,1,A1,"$800,000 ",1/22/13,800000.00,2272.0,2500.0
3,BAY RIDGE                ,447  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6044,23.00,NA,A5,338 86TH STREET                          ,            ,11209.0,1,0,1,"1,917","1,140",1925,1,A5,"$600,000 ",1/25/13,600000.00,1140.0,1917.0
3,BAY RIDGE                ,448  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6046,11.00,NA,A1,44 87TH STREET                           ,            ,11209.0,1,0,1,"5,000","1,816",1930,1,A1,"$1,500,000 ",7/18/13,1500000.00,1816.0,5000.0
3,BAY RIDGE                ,449  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6046,27.00,NA,A1,82 87TH   STREET                         ,            ,11209.0,1,0,1,"3,300","2,381",1925,1,A1,"$940,000 ",1/17/13,940000.00,2381.0,3300.0
3,BAY RIDGE                ,450  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6047,26.00,NA,A9,160 87TH STREET                          ,            ,11209.0,1,0,1,"2,100","1,490",1920,1,A9,"$865,000 ",6/27/13,865000.00,1490.0,2100.0
3,BAY RIDGE                ,453  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6053,39.00,NA,A5,38 GATLING PLACE                         ,            ,11209.0,1,0,1,"1,401","1,010",1925,1,A5,$10 ,4/5/13,10.00,1010.0,1401.0
3,BAY RIDGE                ,454  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6053,42.00,NA,A5,42 GATLING PLACE                         ,            ,11209.0,1,0,1,"1,435","1,198",1925,1,A5,"$490,000 ",8/31/12,490000.00,1198.0,1435.0
3,BAY RIDGE                ,459  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6063,23.00,NA,A5,240 89TH STREET                          ,            ,11209.0,1,0,1,"2,000","1,440",1925,1,A5,"$675,000 ",7/30/13,675000.00,1440.0,2000.0
3,BAY RIDGE                ,461  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6067,41.00,NA,A2,82 GELSTON AVENUE                        ,            ,11209.0,1,0,1,"3,720","1,256",1925,1,A2,$10 ,9/19/12,10.00,1256.0,3720.0
3,BAY RIDGE                ,462  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6069,54.00,NA,A5,571 90TH   STREET                        ,            ,11209.0,1,0,1,"1,000","1,595",1940,1,A5,"$529,000 ",5/28/13,529000.00,1595.0,1000.0
3,BAY RIDGE                ,463  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6071,39.00,NA,A5,639 90TH STREET                          ,            ,11228.0,1,0,1,"1,225","1,800",1950,1,A5,"$312,500 ",6/4/13,312500.00,1800.0,1225.0
3,BAY RIDGE                ,464  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6071,42.00,NA,A9,631 90TH   STREET                        ,            ,11228.0,1,0,1,"1,000","1,595",1950,1,A9,"$568,000 ",10/17/12,568000.00,1595.0,1000.0
3,BAY RIDGE                ,465  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6071,118.00,NA,A5,634 88TH STREET                          ,            ,11228.0,1,0,1,"1,301",880,1930,1,A5,"$511,000 ",5/23/13,511000.00,880.0,1301.0
